S06C001	S07C001	S08C001	S09C001	S14C001	S15C001	S16C001	S17C001	S18C001	S19C001	S20C001	S21C001	S22C001	S23C001	S24C001	S26C001	S28C001	S29C001	S30C001	S31C001	S32C001	S33C001	S34C001	S35C001	S37C001	gap1	gap2	S47C001	S49C001	S51C001	S52C001	S53C001	S54C001	S55C001	S56C001	S57C001	S58C001	S60C001	S61C001	S63C001	S64C001	S66C001	S67C001	S68C001	S69C001	S70C001
scaffold11|size39219	87.4662407813605	122.364870028597	136.341753447592	202.604662394944	14.2444909065995	214.160948227325	32.2003216536671	75.7955837401621	31.870967856761	248.09202650517	335.292551354019	33.4105379261867	94.7811135465799	136.574864417119	84.2739806660918	107.624641181548	62.8334446805712	52.9716299383757	9.99075272143059	96.3268613549708	191.354114600447	86.6081226361929	398.510483569185	76.2127739600449	35.9342154239908	0	0	27.5668834276389	82.1114401954349	73.2252267669188	235.215494073991	198.805501342503	NA	44.9459051313192	249.827761883654	151.508592219277	497.530716304464	95.928672670626	263.29256635623	163.665877334967	129.943718985962	67.178243484134	113.317757589598	119.940147879866	0	335.545164194003
scaffold12|size37975	4.84969342158783	7.01895142210145	4.24177959376332	4.64845422686515	2.79091155936812	7.42180559880998	2.66976997599855	2.79026645920289	1.42742768531952	4.11478725487473	4.15362938831737	2.68327854819974	2.15029463363177	2.04252706697838	3.01928204121487	3.67579751535069	4.01344163780544	5.64526093017238	2.04111373394901	7.09681821314088	5.94272170207305	5.89800779500107	6.770376623342	5.69108023987898	1.715636728745	0	0	1.72334276164444	3.00981030050861	4.44076021848045	7.51931641368558	8.0291362407839	6.87077922098386	1.36136862848849	6.56571029985864	3.29482350072641	7.17817506292527	7.41321016672769	7.55970378191618	4.87205222911871	3.2110313687938	5.85224147840727	7.19387805360126	6.10293449117248	0	7.35711430916364
scaffold13|size35890	4.49465274067581	6.26949520044507	4.67387172425393	4.2337587524179	1.61324460429086	6.33256030116354	2.57717576600681	2.10256237535951	1.43513353915091	3.16561242409721	4.05448885032872	1.36841981144438	2.39255665660254	2.05731726516796	6.40348791642593	8.03305988116461	11.1020154853997	10.3894041381633	1.1886125603677	3.35484905127092	7.97372608581637	4.35834734292837	4.27993483347441	6.13218464352411	1.19928311790451	0	0	2.40610987886121	1.22444441463422	14.6340678495106	2.96610451120987	5.49038020266445	3.47586603466363	1.09569968140264	1.90223870753495	1.0887205247112	3.47015395116638	2.75068324087388	2.8549371483119	3.99035780239112	1.62976726108729	2.54561818320769	3.28187043022402	2.46919199171498	0	2.65585975302046
scaffold14|size35649	10.005317030097	18.0561927651537	13.0134780827467	15.6344041453813	7.80898814290176	19.163831222886	3.37185036462718	8.20898853704407	3.20047430608693	15.1890050105826	19.4049679144069	5.87854186250906	7.00076932791916	5.96737124831676	9.58911769619708	6.59158210187404	6.96083432564241	8.55626110779714	3.08461071385701	10.2255589977589	12.077792520127	7.73023453901578	24.8707876127334	19.5939976150654	4.62830485605249	0	0	3.05932358002065	10.5440598479433	8.55616651547475	43.5269560201684	23.2568164002235	78.267413825219	2.56295395121099	26.7717649967056	25.8757549818643	21.0841188367678	31.4966180856592	38.5750376459973	7.76427590386347	5.11092342256424	12.0385896933321	18.2069236654054	15.3718816146591	0	13.8354195689281
scaffold15|size34769	1.17442648540536	2.42807267542353	1.41186736121606	2.06270226509709	0.676297129731253	2.46502446415765	0.475824908564849	0.636999025760267	0.553621066695049	1.09460653222239	2.20612328514014	0.769742451451428	0.569386808575016	0.870264931675779	0.94088259843441	0.500442035647019	1.05368123997991	1.32227700105673	1.40073384126925	2.77649239051771	2.81427688270009	2.10613958447018	2.77181651495954	3.45073220907511	1.11193588268477	0	0	0.927351182260163	0.782457813871786	11.0106444717566	3.11472510849411	3.30307648647554	4.2007416092976	0.839359468431583	1.33199397263727	1.0957943086971	3.44135359790961	2.97659445861096	2.87363651437885	2.41000948047358	1.2901543454368	2.77171025173903	3.13100859490322	2.89560600910899	0	3.32627462511863
scaffold16|size34431	19.7711978188584	25.9918764815889	21.3946204365946	41.9127805624952	46.6352521279427	57.0816918429405	11.2044739156305	30.1954393812406	35.239888108772	75.75580472264	49.8214467574668	28.8962619617275	27.6474821512094	32.4828640898721	25.1938927212033	14.9185512348814	10.8622252088661	12.5238345918266	7.14036156972304	34.2763608347477	30.5775081246288	19.5073699364481	125.197029556171	33.779651838163	10.9685497212625	0	0	11.6092059103184	530.416663461924	4.30442190641653	33.6943858984519	51.2522293741064	98.0556306067238	NA	289.693894630072	75.9733451800125	154.205561418518	109.681109671365	620.518675015602	38.5052225987164	46.5365085705309	45.5178474128173	130.326762606854	106.395449415564	0	57.6688225990327
scaffold17|size34077	742.294693737915	924.839472864874	324.157669021588	539.29452981181	107.226418021001	426.354821839129	401.742019623475	NA	324.704187164774	1603.17814332163	201.616853473075	NA	2276.3021120983	NA	NA	610.21266500032	182.670790334383	93.6814941194931	36.2408369934917	NA	538.941476144023	542.265110906463	NA	NA	NA	0	0	213.457813537616	NA	NA	NA	1037.98312801357	NA	NA	455.540741500534	NA	NA	1066.87359623332	1096.55398978592	141.562997590891	217.233563033786	508.320633508703	729.108716764182	747.362964025481	0	NA
scaffold18|size34068	NA	NA	NA	NA	NA	NA	NA	NA	NA	0.0599326751298341	NA	NA	1.2657834798195	0.308936871194702	NA	7.73507389770713	476.425124588805	16.8405400585203	2.59252372252924	8.54621843089452	1.54440010884887	1.30748715749066	2.53737880264726	5.46890404588462	2.49574319197233	0	0	3.7257948173346	11.8977396538619	47.9991113123156	36.3831238612912	31.8238751405933	247.03071524665	33.4298537521467	67.8844806109675	25.0709397370753	116.095513206734	151.336450502974	102.213784845549	110.227236686671	45.2669050293593	44.498899356346	67.9310694190794	37.0716567967742	0	139.542265309575
scaffold19|size33814	NA	NA	521.142978705433	NA	NA	569.179085640695	8380.78245048614	NA	281.190904106181	817.085141195289	136.207341828415	NA	NA	NA	651.063096759043	773.709551869499	676.353958216878	258.264144897903	92.8157563386233	681.65827725994	NA	584.385690859025	NA	NA	NA	0	0	NA	NA	NA	NA	694.801985085083	NA	NA	NA	NA	NA	NA	NA	703.775356127846	NA	NA	1189.67145313298	NA	0	NA
scaffold20|size32169	1150.19246529925	335.843839213093	396.882273321045	622.384963082255	23.7722015574036	172.540436708955	236.799713565229	103.603636412326	29.0033754949988	1155.63669708247	191.05939797443	36.162697152317	356.95931262509	256.458476584119	345.310499662945	752.166340820033	204.798356725644	577.761965104225	39.838819758167	250.498299822209	979.902079260433	248.590906856134	140.696737956554	166.576397059034	NA	0	0	47.7454151038676	13.81076579678	14.5202485806789	NA	811.345863563522	437.227091592461	NA	160.87849373655	82.6130173823565	380.451794612095	159.58530736286	307.505271726586	261.683304099623	145.54039149131	238.159506961193	271.287825235742	142.822157770272	0	307.46698484075
scaffold21|size32028	13.0567202390816	19.4592824633869	11.5027781465797	15.4686383040024	6.55847429662185	33.0339825114339	5.03836468430821	8.92326166825402	3.40966064246986	10.1492404085774	11.668032835591	4.75154301614906	9.11997880499821	5.64766544779657	10.0212066419648	6.97385379954204	7.52332613143857	9.83303245147711	2.69980453710698	8.66522138454032	12.1702519626469	9.11123070339604	19.5328888853277	14.4074771685394	1.78605238226084	0	0	3.08580621339756	3.9005439988279	14.1431064511758	14.197010261797	16.1674592605992	38.7120344072722	1.16207689533122	13.8688473146641	7.26764197080528	12.9269265516109	14.6684002392937	14.4948071364885	8.7748317046758	4.83534115523625	12.7728020699534	11.555669174082	10.569270288879	0	13.9235395526433
scaffold22|size31824	385.683160922506	181.169518254962	1582.25097402835	598.653643218093	130.38573904557	356.734580759798	127.479327998001	143.414393478245	126.095918063053	393.077812301734	503.567674420049	163.803524722959	641.894775407489	301.732604558903	266.431234345003	602.626989378861	252.784235142165	315.535829567705	59.1787846082687	241.121027748119	942.954155553421	464.661111024896	NA	375.838932047854	76.7405851249461	0	0	270.075291102105	NA	389.972300832558	1660.52906064566	815.948726795049	NA	194.338739801285	908.179371986789	199.435196755793	7462.66576493365	1296.24699190111	876.732429303476	583.173632276521	462.137679758704	385.878161999183	1554.33657741544	4752.95081531078	0	1512.39794820124
scaffold23|size30926	8.34321821023623	17.4395984576134	5.43559088640548	12.6999135256604	4.25719015187563	12.1200859726462	2.65491027461626	4.50844754074955	1.75247367208259	11.3482113294487	11.8932310330424	4.0128461168683	4.01532376013431	3.56343989287975	4.80313273190836	3.84748656461063	4.83527345873496	6.86635708436637	4.42728916661545	11.4758152405573	8.78126845153195	6.23458876153215	19.6617123981407	13.4691307814549	5.45865186384897	0	0	3.86490461627291	5.10836155234589	18.5350967755017	27.4741192706179	14.9761288128018	46.0690023887884	4.50570453387372	17.4767174390754	11.7106888651982	10.9812166478901	11.4982182108442	13.4566311830656	8.60142644403519	7.37431680881121	10.7439985068912	10.8857845679681	7.84951882929558	0	10.0410699689982
scaffold24|size30339	96.4090831607455	115.802548320549	114.165556523694	193.965566042872	37.9192044603389	73.086602894842	41.539757355953	39.8715580093873	64.8690932506132	104.447312504476	89.545920681968	38.3095832346103	77.2816671603708	54.408847892997	79.0597241224321	104.73900596171	29.6992189214194	30.1148018026028	15.27131085055	53.8910924033441	73.4048111264219	44.2592537487318	95.6980053881033	45.6866221463289	20.5260790823821	0	0	25.9814962661711	191.008669773951	10.7812479572579	128.814844883302	44.6726818773632	168.240862508088	29.8931299264098	85.7001231071516	74.709034826292	132.642085095678	83.0526877246272	297.722817390622	197.733662393069	30.9706702246747	50.940510295799	104.394625802364	104.984769412479	0	71.0659366546204
scaffold25|size29927	2.53786763696998	4.27271376807771	3.05034784943022	3.82987691585708	3.24386642036189	9.3659070267209	1.85403993413862	2.10873958458919	1.24153485860681	3.87463658629673	5.31412019016732	2.93920919534851	1.80750255197962	1.47154528814556	2.10960827577591	1.89884981845967	3.51858949660966	5.6644516208424	1.84731565698177	5.20829394872992	3.35887577052126	3.21013866565498	11.1086262087497	9.55046342558883	1.6772542587393	0	0	1.78408214763736	4.84430789829037	4.29750867697484	6.54091730466161	4.44072905231303	6.9515870930796	0.904788639650095	6.47399181688445	3.8277153646669	4.32683741123484	4.12415856001489	5.10957348210809	2.9258536104521	3.06358702130848	4.61459915065416	5.54214229880348	3.44544158812699	0	3.81173897583221
scaffold26|size29251	27.5059304632145	24.3141854577314	20.8992484098967	59.1097127429164	51.799472524936	38.7283344322873	10.2118755001947	55.4235514071365	17.3530712187311	121.935264612959	57.6664710635378	30.2515023225998	54.0453226517514	27.8226706393961	29.9793064964954	19.2613826876065	13.4864230317305	12.8494589912783	6.61980311517573	31.0173290055083	33.0407490489654	17.1986214589778	68.0799682362498	30.3656175927564	23.6755862095524	0	0	13.4063919949676	NA	6.4939384483638	119.188058777849	155.56537145249	439.484113981662	154.383555615264	NA	92.0208150594364	72.8535674888591	151.055399783115	522.995523348575	29.9409980901214	31.1817482466939	41.2525287779958	153.992146267662	137.233171116477	0	103.2040224815
scaffold27|size29202	NA	398.963031515696	265.499631324047	NA	46.8169143937792	840.283577424842	1656.14419206921	NA	NA	1363.72064660488	543.376046837312	74.9034696327641	NA	NA	270.092096070819	1021.02028315268	465.37047980927	427.669360813748	118.863799870485	534.068280650192	608.594457926221	933.191011814268	NA	NA	NA	0	0	90.8976718598085	NA	NA	NA	NA	NA	NA	1368.23293969675	NA	NA	1277.17052099602	NA	304.301706837334	NA	907.858674305701	923.873046193385	NA	0	1399.88172486872
scaffold28|size28336	584.072896543522	1070.58065965008	1438.02421571165	NA	NA	NA	NA	NA	NA	NA	NA	86.2913936048388	612.597894574842	452.148298131368	646.729657853705	2005.85363183445	NA	1571.41036556457	NA	368.740696152991	1184.29962293486	NA	NA	NA	NA	0	0	NA	NA	NA	NA	1960.5927992415	NA	NA	NA	NA	NA	NA	NA	731.724691717392	NA	NA	NA	NA	0	604.089344175064
scaffold29|size28000	727.100552459163	758.044239037592	81.8333442020924	174.015689226205	63.5796461233426	700.456015876141	41.4596931305242	184.276035168721	35.0493030256894	1098.97564901055	573.176827075334	32.5333309100387	279.000213411688	46.5926085554367	211.139535939998	108.746322703471	113.998018364704	133.232407598672	39.0554730517083	140.250364634088	153.28576054875	122.011239950158	NA	234.94468633601	26.2375806077546	0	0	367.051778002417	NA	218.105346108929	577.956617623367	439.908210778135	NA	225.169682332624	93.2039634393596	NA	632.630142886381	198.089297399361	181.410879004613	708.331365613136	101.831280523502	132.044539674555	145.870795705509	233.365127459874	0	271.877622889886
scaffold30|size27949	6.24844607600786	10.0997602620593	4.33736389927724	7.09702511416651	3.49860207506491	9.73875323810986	2.38758563655065	3.24272524328954	1.85358145386328	6.78574163302197	9.8207514277806	3.99877983297236	3.18548436376909	2.97775166058919	3.54082176292626	3.40863893144068	4.52923111876604	6.20576299757966	2.58956721058045	8.19568539562871	7.75805413856566	6.03211107201923	11.8170370825341	9.02432551186248	2.61260660054883	0	0	2.7428572625528	4.12369229188775	10.6963291954879	15.1640073593929	12.00589065428	14.2345120832108	1.76826450030612	9.6607373279551	4.88437529170342	9.07385842369729	9.41805797129078	11.8937652867179	5.51145374630286	4.80507054662248	8.11347404400715	8.37402380945646	7.28833737732285	0	7.43957591532715
scaffold31|size27846	4.25056511182014	9.20746284671842	4.68475616882925	6.14940582796123	3.98338681410081	6.98657311442047	2.00520424056602	2.67301437648819	1.23690376410542	5.83852609407533	7.73205999527951	2.8911497706205	1.97538329355005	2.47964243243258	3.07276492099215	2.70053997754923	3.99462985808462	5.77930545531706	3.00187339976038	7.49715530311774	5.2987461338822	5.5669970777221	11.0692439398672	8.58271970159691	1.89603121823164	0	0	2.22633142571297	5.10603578261928	8.45285645596495	7.40025439487691	9.14060675103229	9.06437626190119	1.43768190788158	7.32921134148819	4.3179285212326	7.95140113079226	7.39815422263853	7.29214347290009	5.08587967876006	4.68256756101158	7.09600677550194	8.21888777740145	6.04806074358675	0	6.98165018930009
scaffold32|size26810	120.989457783542	180.976472142239	115.355921576845	NA	1070.43321016877	79.3627180917303	33.0185046363916	170.798276968412	22.0884465256586	620.900077468999	233.747256920887	12.5925391545118	1282.86874374033	79.4670639751603	89.035533441137	132.331569773228	109.445481277422	55.5013487788686	25.5653754627358	145.167860783087	198.331709674281	547.211646412541	152.398586272002	185.675424425012	36.7957755661802	0	0	68.9036378975667	NA	102.491343411012	NA	163.238627065337	NA	151.49593978075	NA	NA	NA	403.836989654117	NA	202.465257295277	98.0572404404708	2788.59725793991	178.148560882084	171.495029427007	0	NA
scaffold33|size26389	7.09889435837929	9.98347135390749	4.63759806367661	7.70963967715852	3.2488388491951	27.3956049738561	1.54606757763112	3.91722007389718	1.73000432365458	8.16228267783616	15.6541660474927	5.26740070473841	3.13442435862328	2.58435881120291	5.15549851222593	2.43949474151303	4.66706168319282	6.04018686357712	2.06053682637574	9.12214022549925	5.96581701100898	5.31363822630504	27.4326690192225	31.3126549264316	3.25368061915535	0	0	1.98214859802548	4.74589290462751	11.775622673689	13.1392132229597	10.4128137140613	18.4836504922657	1.20387784799795	20.2300926668657	9.94095335239066	10.1033944003783	6.79206712892149	9.42141300824107	5.52432690264926	8.07179756551695	8.20063312900077	6.32131613585924	4.64518270520536	0	4.8666177507967
scaffold34|size26379	55.2682901040046	67.4580964270538	28.2191123621501	48.6672601552076	8.52371204107635	55.2593893238615	8.47625753653214	6.87801116622093	4.04692227331915	27.0666480877344	380.715252065828	19.0692257417973	6.44427424901255	7.95948700726805	16.1840048689509	9.28425308839146	12.6738359224251	15.3165894930179	60.6503153479192	1188.24651978489	308.396202746744	221.76844997524	NA	347.753099081848	56.1829894611656	0	0	7.25638642536557	NA	463.071998759782	NA	376.496667622125	NA	48.8222835203957	956.065520204127	113.993844441369	492.652696547169	NA	NA	911.132199701877	NA	235.260110906345	NA	1157.28950612594	0	754.573840724456
scaffold35|size26017	8.01034336891426	24.0304046069986	5.84924759499648	15.4546424037152	2.96101789324074	3.78097628007475	1.9843325582122	6.17233551185224	1.59218633361492	21.5887316153341	14.0444408497697	3.27302101683668	5.73523586046005	4.57982712024807	5.76990863796408	2.7948514632876	4.21018303782949	5.23936825984673	4.9399963940018	13.1420583089191	9.40649657434606	7.18617029239756	29.0434655050366	26.0531417974881	2.81575101399547	0	0	3.54960951603033	2.58028797240948	35.6642501233953	17.7825095867821	15.8443777196663	69.6111731287489	2.07969593751276	9.32178701273686	12.972210228116	23.0300498068229	20.1415615885844	19.0296472060927	15.4018886106962	5.39558350573813	13.2863039645171	17.3894630259633	20.5824885131264	0	18.4440452397397
scaffold36|size25952	NA	126.752100904656	NA	10.3516701875564	NA	NA	5.02942441161283	129.323932815743	7.35602457343219	261.004380762942	20.6896218938484	4.10835524731709	20.3904733985609	6.18781892472225	57.8163376525071	11.6770619203422	7.92432015663859	4.87329922964087	6.62976462116978	28.593712974937	13.0463657978232	7.0256164931213	33.8453281163288	10.5194871537218	4.23051776062058	0	0	4.10659114111029	5.2219272967055	40.3100367801978	20.478325999069	29.9363054914539	64.2823024525909	5.1403902029153	14.3794092557245	15.9855712313611	35.2497053412212	27.5652107884402	41.9768482750839	25.4581392877447	14.5148297961909	33.0973481028648	79.0670242186629	69.3551546698571	0	195.12590161402
scaffold37|size25828	388.896884259736	575.949429564416	862.585263285275	212.808565239734	65.4493654694602	333.179060053709	26.0107100226032	52.1824499756433	43.6917859738693	519.489918766293	574.55447784571	41.8629600660031	59.7034854065759	52.9399687898114	352.14332815408	37.3073246446655	96.7993529200251	137.169466216862	84.8683157956269	177.416986784385	360.903820705406	140.901730151172	418.859308714063	977.543281933684	10.8780675840098	0	0	56.3411104243851	27.2719253851365	323.814769189143	132.746675655687	175.999257872821	236.217472471411	22.0983931305544	249.861196021432	NA	157.284726366641	713.683824227688	249.768510976026	275.228388438392	75.0811111628356	302.206530732236	402.071367815132	235.910823598218	0	224.108278312665
scaffold38|size25810	4.06203591956095	6.08837161258942	5.16326842591926	6.67695811661724	3.00417812497638	2.54443268204208	1.56732715512544	3.89563797533052	1.95699062450594	13.9404026058602	17.7138917515189	2.83857577757736	3.73746680428048	2.13098973670283	4.61886968243197	2.4556307337494	1.93192085983502	3.28148976172987	2.91374394452321	6.53135852372651	4.70659090698091	4.10587998000794	5.90400238053838	6.17536297269974	2.78339221420223	0	0	2.10461357217022	4.50233613041277	4.98973924819678	8.82949373754636	7.1044778908723	12.1845423587535	0.672056679572716	8.04417994538747	4.74711818029064	5.81851539563762	5.0450976782082	8.00224079798066	5.45279181112468	3.92820642083805	5.14050740726956	6.11936016839203	7.57675414821849	0	4.97833150637068
scaffold39|size25020	394.041000123366	688.105568874902	154.160594230986	208.39254901129	229.930382529053	1291.61275761679	66.3176343986194	340.501433439533	96.7441673171574	253.771717266452	198.993379750249	219.290171113709	138.808023449699	77.9067753014186	279.318070653142	101.275809348709	131.182957728577	151.821074775327	46.1381264593064	599.36775432319	370.543276240618	253.827615846063	4650.16535260017	2383.69960504779	468.254738684233	0	0	91.820195996321	47.2980104284702	293.919280530194	295.821917440447	934.664552749183	1040.51250464672	38.2445956569451	1300.08441419162	NA	565.809038949737	668.82098056632	878.949577719372	531.957541928185	201.949755630393	210.201900958074	1685.82362173828	812.447552638897	0	1015.23039169488
scaffold40|size24419	28.0739964303034	96.318409634866	9.44963830452435	14.9000935253909	2.45687997072139	26.4120587738395	0.852977319390158	4.43304587886415	0.769581890492831	11.7489170138786	61.2616607190419	26.4489744720271	0.290596669945356	2.47512630194085	4.16042939209896	3.24179664307455	7.23937653304781	6.65777371658513	109.956602817999	432.85753728069	397.543579795128	334.911649125542	NA	1141.04435800772	30.3847722892384	0	0	4.40132940760783	26.422700357642	NA	368.962345958993	227.609501853815	254.513878206454	NA	541.310332758784	105.019328124243	356.37901641332	225.679307527164	183.236719611697	1297.0314467672	90.5962643978872	80.0055119455499	612.474367301284	1292.12931235247	0	2552.3538506985
scaffold41|size24277	1036.69553705077	NA	NA	NA	NA	1252.98907583292	1860.68251850522	NA	328.121884640317	204.916192222649	312.079368804455	NA	558.866022430105	NA	1845.8289509587	678.314383766427	1418.23109780106	406.030059267212	NA	1846.57315767453	1007.78415454246	1180.57401783289	NA	NA	78.6354993670378	0	0	162.431484190143	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	742.074130755395	NA	NA	NA	0	NA
